[09-Jan-2015 02:22:55 Europe/Madrid] PHP Notice:  Undefined property: logro::$min_plata in C:\www\escano110\_logic\logro.class.php on line 56
[20-Jan-2015 18:29:35 Europe/Madrid] PHP Notice:  Trying to get property of non-object in C:\www\escano110\_logic\item_avotable_base.class.php on line 18
[20-Jan-2015 18:29:35 Europe/Madrid] PHP Notice:  Trying to get property of non-object in C:\www\escano110\_logic\item_avotable_base.class.php on line 18
[20-Jan-2015 18:29:35 Europe/Madrid] PHP Notice:  Trying to get property of non-object in C:\www\escano110\_logic\item_avotable_base.class.php on line 18
[20-Jan-2015 18:29:35 Europe/Madrid] PHP Notice:  Trying to get property of non-object in C:\www\escano110\_logic\item_avotable_base.class.php on line 18
[20-Jan-2015 18:29:35 Europe/Madrid] PHP Notice:  Trying to get property of non-object in C:\www\escano110\_logic\item_avotable_base.class.php on line 18
[20-Jan-2015 18:29:35 Europe/Madrid] PHP Notice:  Trying to get property of non-object in C:\www\escano110\_logic\item_avotable_base.class.php on line 18
[20-Jan-2015 18:31:50 Europe/Madrid] PHP Fatal error:  Call to undefined method item_avotable::d() in C:\www\escano110\_logic\item_avotable.class.php on line 18
[20-Jan-2015 18:32:06 Europe/Madrid] PHP Fatal error:  Cannot use object of type stdClass as array in C:\www\escano110\_logic\item_avotable.class.php on line 61
[20-Jan-2015 18:33:47 Europe/Madrid] PHP Fatal error:  Cannot use object of type stdClass as array in C:\www\escano110\_logic\item_avotable.class.php on line 62
[20-Jan-2015 18:34:16 Europe/Madrid] PHP Fatal error:  Cannot use object of type stdClass as array in C:\www\escano110\_logic\item_avotable.class.php on line 68
[20-Jan-2015 18:34:35 Europe/Madrid] PHP Fatal error:  Cannot use object of type stdClass as array in C:\www\escano110\_logic\item_avotable.class.php on line 69
[20-Jan-2015 18:34:48 Europe/Madrid] PHP Fatal error:  Cannot use object of type stdClass as array in C:\www\escano110\_logic\item_avotable.class.php on line 74
[20-Jan-2015 18:35:02 Europe/Madrid] PHP Fatal error:  Cannot use object of type stdClass as array in C:\www\escano110\_logic\item_avotable.class.php on line 75
[20-Jan-2015 18:36:38 Europe/Madrid] PHP Fatal error:  Cannot use object of type stdClass as array in C:\www\escano110\_logic\item_avotable.class.php on line 93
[20-Jan-2015 18:36:51 Europe/Madrid] PHP Fatal error:  Cannot use object of type stdClass as array in C:\www\escano110\_logic\item_avotable.class.php on line 99
[20-Jan-2015 18:37:09 Europe/Madrid] PHP Fatal error:  Cannot use object of type stdClass as array in C:\www\escano110\_logic\item_avotable.class.php on line 102
[20-Jan-2015 18:37:26 Europe/Madrid] PHP Fatal error:  Cannot use object of type stdClass as array in C:\www\escano110\_logic\item_avotable.class.php on line 105
[20-Jan-2015 18:39:56 Europe/Madrid] PHP Fatal error:  Cannot use object of type stdClass as array in C:\www\escano110\_logic\item_avotable.class.php on line 112
[20-Jan-2015 18:42:15 Europe/Madrid] PHP Fatal error:  Call to undefined method item_avotable_miniatura::set_data() in C:\www\escano110\_fastweb\src\commands\external\command_table.class.php on line 100
[20-Jan-2015 19:13:26 Europe/Madrid] PHP Notice:  Undefined variable: level in C:\www\escano110\_logic\logro.class.php on line 73
[20-Jan-2015 19:13:49 Europe/Madrid] PHP Notice:  Undefined variable: level in C:\www\escano110\_logic\logro.class.php on line 73
[20-Jan-2015 19:28:37 Europe/Madrid] PHP Fatal error:  Call to undefined function get_imgs_logros() in C:\www\escano110\_logic\logro.class.php on line 89
[20-Jan-2015 19:45:36 Europe/Madrid] PHP Warning:  Missing argument 1 for logro::__construct(), called in C:\www\escano110\_logic\item_avotable_miniatura.class.php on line 36 and defined in C:\www\escano110\_logic\logro.class.php on line 18
[20-Jan-2015 19:45:36 Europe/Madrid] PHP Notice:  Undefined variable: tipo in C:\www\escano110\_logic\logro.class.php on line 19
[20-Jan-2015 19:46:18 Europe/Madrid] PHP Notice:  Undefined variable: result in C:\www\escano110\_logic\logro.class.php on line 142
[20-Jan-2015 19:46:18 Europe/Madrid] PHP Notice:  Undefined variable: result in C:\www\escano110\_logic\logro.class.php on line 142
[20-Jan-2015 19:46:18 Europe/Madrid] PHP Notice:  Undefined variable: result in C:\www\escano110\_logic\logro.class.php on line 142
[20-Jan-2015 19:46:18 Europe/Madrid] PHP Notice:  Undefined variable: result in C:\www\escano110\_logic\logro.class.php on line 142
[20-Jan-2015 19:46:18 Europe/Madrid] PHP Notice:  Undefined variable: result in C:\www\escano110\_logic\logro.class.php on line 142
[20-Jan-2015 19:46:18 Europe/Madrid] PHP Notice:  Undefined variable: result in C:\www\escano110\_logic\logro.class.php on line 142
[27-Jan-2015 01:03:30 Europe/Madrid] PHP Notice:  Undefined variable: p in C:\www\escano110\_logic\parlamentario_item.class.php on line 17
[27-Jan-2015 01:03:30 Europe/Madrid] PHP Notice:  Trying to get property of non-object in C:\www\escano110\_logic\parlamentario_item.class.php on line 17
[27-Jan-2015 01:03:30 Europe/Madrid] PHP Notice:  Undefined variable: p in C:\www\escano110\_logic\parlamentario_item.class.php on line 17
[27-Jan-2015 01:03:30 Europe/Madrid] PHP Notice:  Trying to get property of non-object in C:\www\escano110\_logic\parlamentario_item.class.php on line 17
[27-Jan-2015 01:03:30 Europe/Madrid] PHP Notice:  Undefined variable: p in C:\www\escano110\_logic\parlamentario_item.class.php on line 18
[27-Jan-2015 01:03:30 Europe/Madrid] PHP Notice:  Trying to get property of non-object in C:\www\escano110\_logic\parlamentario_item.class.php on line 18
[27-Jan-2015 01:03:30 Europe/Madrid] PHP Notice:  Array to string conversion in C:\www\escano110\_logic\parlamentario_item.class.php on line 18
[27-Jan-2015 01:03:30 Europe/Madrid] PHP Notice:  Undefined variable: p in C:\www\escano110\_logic\parlamentario_item.class.php on line 17
[27-Jan-2015 01:03:30 Europe/Madrid] PHP Notice:  Trying to get property of non-object in C:\www\escano110\_logic\parlamentario_item.class.php on line 17
[27-Jan-2015 01:03:30 Europe/Madrid] PHP Notice:  Undefined variable: p in C:\www\escano110\_logic\parlamentario_item.class.php on line 17
[27-Jan-2015 01:03:30 Europe/Madrid] PHP Notice:  Trying to get property of non-object in C:\www\escano110\_logic\parlamentario_item.class.php on line 17
[27-Jan-2015 01:03:30 Europe/Madrid] PHP Notice:  Undefined variable: p in C:\www\escano110\_logic\parlamentario_item.class.php on line 18
[27-Jan-2015 01:03:30 Europe/Madrid] PHP Notice:  Trying to get property of non-object in C:\www\escano110\_logic\parlamentario_item.class.php on line 18
[27-Jan-2015 01:03:30 Europe/Madrid] PHP Notice:  Array to string conversion in C:\www\escano110\_logic\parlamentario_item.class.php on line 18
[27-Jan-2015 01:03:30 Europe/Madrid] PHP Notice:  Undefined variable: p in C:\www\escano110\_logic\parlamentario_item.class.php on line 17
[27-Jan-2015 01:03:30 Europe/Madrid] PHP Notice:  Trying to get property of non-object in C:\www\escano110\_logic\parlamentario_item.class.php on line 17
[27-Jan-2015 01:03:30 Europe/Madrid] PHP Notice:  Undefined variable: p in C:\www\escano110\_logic\parlamentario_item.class.php on line 17
[27-Jan-2015 01:03:30 Europe/Madrid] PHP Notice:  Trying to get property of non-object in C:\www\escano110\_logic\parlamentario_item.class.php on line 17
[27-Jan-2015 01:03:30 Europe/Madrid] PHP Notice:  Undefined variable: p in C:\www\escano110\_logic\parlamentario_item.class.php on line 18
[27-Jan-2015 01:03:30 Europe/Madrid] PHP Notice:  Trying to get property of non-object in C:\www\escano110\_logic\parlamentario_item.class.php on line 18
[27-Jan-2015 01:03:30 Europe/Madrid] PHP Notice:  Array to string conversion in C:\www\escano110\_logic\parlamentario_item.class.php on line 18
[27-Jan-2015 01:03:30 Europe/Madrid] PHP Notice:  Undefined variable: p in C:\www\escano110\_logic\parlamentario_item.class.php on line 17
[27-Jan-2015 01:03:30 Europe/Madrid] PHP Notice:  Trying to get property of non-object in C:\www\escano110\_logic\parlamentario_item.class.php on line 17
[27-Jan-2015 01:03:30 Europe/Madrid] PHP Notice:  Undefined variable: p in C:\www\escano110\_logic\parlamentario_item.class.php on line 17
[27-Jan-2015 01:03:30 Europe/Madrid] PHP Notice:  Trying to get property of non-object in C:\www\escano110\_logic\parlamentario_item.class.php on line 17
[27-Jan-2015 01:03:30 Europe/Madrid] PHP Notice:  Undefined variable: p in C:\www\escano110\_logic\parlamentario_item.class.php on line 18
[27-Jan-2015 01:03:30 Europe/Madrid] PHP Notice:  Trying to get property of non-object in C:\www\escano110\_logic\parlamentario_item.class.php on line 18
[27-Jan-2015 01:03:30 Europe/Madrid] PHP Notice:  Array to string conversion in C:\www\escano110\_logic\parlamentario_item.class.php on line 18
[27-Jan-2015 01:03:30 Europe/Madrid] PHP Notice:  Undefined variable: p in C:\www\escano110\_logic\parlamentario_item.class.php on line 17
[27-Jan-2015 01:03:30 Europe/Madrid] PHP Notice:  Trying to get property of non-object in C:\www\escano110\_logic\parlamentario_item.class.php on line 17
[27-Jan-2015 01:03:30 Europe/Madrid] PHP Notice:  Undefined variable: p in C:\www\escano110\_logic\parlamentario_item.class.php on line 17
[27-Jan-2015 01:03:30 Europe/Madrid] PHP Notice:  Trying to get property of non-object in C:\www\escano110\_logic\parlamentario_item.class.php on line 17
[27-Jan-2015 01:03:30 Europe/Madrid] PHP Notice:  Undefined variable: p in C:\www\escano110\_logic\parlamentario_item.class.php on line 18
[27-Jan-2015 01:03:30 Europe/Madrid] PHP Notice:  Trying to get property of non-object in C:\www\escano110\_logic\parlamentario_item.class.php on line 18
[27-Jan-2015 01:03:30 Europe/Madrid] PHP Notice:  Array to string conversion in C:\www\escano110\_logic\parlamentario_item.class.php on line 18
[27-Jan-2015 01:03:30 Europe/Madrid] PHP Notice:  Undefined variable: p in C:\www\escano110\_logic\parlamentario_item.class.php on line 17
[27-Jan-2015 01:03:30 Europe/Madrid] PHP Notice:  Trying to get property of non-object in C:\www\escano110\_logic\parlamentario_item.class.php on line 17
[27-Jan-2015 01:03:30 Europe/Madrid] PHP Notice:  Undefined variable: p in C:\www\escano110\_logic\parlamentario_item.class.php on line 17
[27-Jan-2015 01:03:30 Europe/Madrid] PHP Notice:  Trying to get property of non-object in C:\www\escano110\_logic\parlamentario_item.class.php on line 17
[27-Jan-2015 01:03:30 Europe/Madrid] PHP Notice:  Undefined variable: p in C:\www\escano110\_logic\parlamentario_item.class.php on line 18
[27-Jan-2015 01:03:30 Europe/Madrid] PHP Notice:  Trying to get property of non-object in C:\www\escano110\_logic\parlamentario_item.class.php on line 18
[27-Jan-2015 01:03:30 Europe/Madrid] PHP Notice:  Array to string conversion in C:\www\escano110\_logic\parlamentario_item.class.php on line 18
[27-Jan-2015 01:03:30 Europe/Madrid] PHP Notice:  Undefined variable: p in C:\www\escano110\_logic\parlamentario_item.class.php on line 17
[27-Jan-2015 01:03:30 Europe/Madrid] PHP Notice:  Trying to get property of non-object in C:\www\escano110\_logic\parlamentario_item.class.php on line 17
[27-Jan-2015 01:03:30 Europe/Madrid] PHP Notice:  Undefined variable: p in C:\www\escano110\_logic\parlamentario_item.class.php on line 17
[27-Jan-2015 01:03:30 Europe/Madrid] PHP Notice:  Trying to get property of non-object in C:\www\escano110\_logic\parlamentario_item.class.php on line 17
[27-Jan-2015 01:03:30 Europe/Madrid] PHP Notice:  Undefined variable: p in C:\www\escano110\_logic\parlamentario_item.class.php on line 18
[27-Jan-2015 01:03:30 Europe/Madrid] PHP Notice:  Trying to get property of non-object in C:\www\escano110\_logic\parlamentario_item.class.php on line 18
[27-Jan-2015 01:03:30 Europe/Madrid] PHP Notice:  Array to string conversion in C:\www\escano110\_logic\parlamentario_item.class.php on line 18
[27-Jan-2015 01:03:30 Europe/Madrid] PHP Notice:  Undefined variable: p in C:\www\escano110\_logic\parlamentario_item.class.php on line 17
[27-Jan-2015 01:03:30 Europe/Madrid] PHP Notice:  Trying to get property of non-object in C:\www\escano110\_logic\parlamentario_item.class.php on line 17
[27-Jan-2015 01:03:30 Europe/Madrid] PHP Notice:  Undefined variable: p in C:\www\escano110\_logic\parlamentario_item.class.php on line 17
[27-Jan-2015 01:03:30 Europe/Madrid] PHP Notice:  Trying to get property of non-object in C:\www\escano110\_logic\parlamentario_item.class.php on line 17
[27-Jan-2015 01:03:30 Europe/Madrid] PHP Notice:  Undefined variable: p in C:\www\escano110\_logic\parlamentario_item.class.php on line 18
[27-Jan-2015 01:03:30 Europe/Madrid] PHP Notice:  Trying to get property of non-object in C:\www\escano110\_logic\parlamentario_item.class.php on line 18
[27-Jan-2015 01:03:30 Europe/Madrid] PHP Notice:  Array to string conversion in C:\www\escano110\_logic\parlamentario_item.class.php on line 18
[27-Jan-2015 01:03:30 Europe/Madrid] PHP Notice:  Undefined variable: p in C:\www\escano110\_logic\parlamentario_item.class.php on line 17
[27-Jan-2015 01:03:30 Europe/Madrid] PHP Notice:  Trying to get property of non-object in C:\www\escano110\_logic\parlamentario_item.class.php on line 17
[27-Jan-2015 01:03:30 Europe/Madrid] PHP Notice:  Undefined variable: p in C:\www\escano110\_logic\parlamentario_item.class.php on line 17
[27-Jan-2015 01:03:30 Europe/Madrid] PHP Notice:  Trying to get property of non-object in C:\www\escano110\_logic\parlamentario_item.class.php on line 17
[27-Jan-2015 01:03:30 Europe/Madrid] PHP Notice:  Undefined variable: p in C:\www\escano110\_logic\parlamentario_item.class.php on line 18
[27-Jan-2015 01:03:30 Europe/Madrid] PHP Notice:  Trying to get property of non-object in C:\www\escano110\_logic\parlamentario_item.class.php on line 18
[27-Jan-2015 01:03:30 Europe/Madrid] PHP Notice:  Array to string conversion in C:\www\escano110\_logic\parlamentario_item.class.php on line 18
[27-Jan-2015 01:03:30 Europe/Madrid] PHP Notice:  Undefined variable: p in C:\www\escano110\_logic\parlamentario_item.class.php on line 17
[27-Jan-2015 01:03:30 Europe/Madrid] PHP Notice:  Trying to get property of non-object in C:\www\escano110\_logic\parlamentario_item.class.php on line 17
[27-Jan-2015 01:03:30 Europe/Madrid] PHP Notice:  Undefined variable: p in C:\www\escano110\_logic\parlamentario_item.class.php on line 17
[27-Jan-2015 01:03:30 Europe/Madrid] PHP Notice:  Trying to get property of non-object in C:\www\escano110\_logic\parlamentario_item.class.php on line 17
[27-Jan-2015 01:03:30 Europe/Madrid] PHP Notice:  Undefined variable: p in C:\www\escano110\_logic\parlamentario_item.class.php on line 18
[27-Jan-2015 01:03:30 Europe/Madrid] PHP Notice:  Trying to get property of non-object in C:\www\escano110\_logic\parlamentario_item.class.php on line 18
[27-Jan-2015 01:03:30 Europe/Madrid] PHP Notice:  Array to string conversion in C:\www\escano110\_logic\parlamentario_item.class.php on line 18
[27-Jan-2015 01:03:30 Europe/Madrid] PHP Notice:  Undefined variable: p in C:\www\escano110\_logic\parlamentario_item.class.php on line 17
[27-Jan-2015 01:03:30 Europe/Madrid] PHP Notice:  Trying to get property of non-object in C:\www\escano110\_logic\parlamentario_item.class.php on line 17
[27-Jan-2015 01:03:30 Europe/Madrid] PHP Notice:  Undefined variable: p in C:\www\escano110\_logic\parlamentario_item.class.php on line 17
[27-Jan-2015 01:03:30 Europe/Madrid] PHP Notice:  Trying to get property of non-object in C:\www\escano110\_logic\parlamentario_item.class.php on line 17
[27-Jan-2015 01:03:30 Europe/Madrid] PHP Notice:  Undefined variable: p in C:\www\escano110\_logic\parlamentario_item.class.php on line 18
[27-Jan-2015 01:03:30 Europe/Madrid] PHP Notice:  Trying to get property of non-object in C:\www\escano110\_logic\parlamentario_item.class.php on line 18
[27-Jan-2015 01:03:30 Europe/Madrid] PHP Notice:  Array to string conversion in C:\www\escano110\_logic\parlamentario_item.class.php on line 18
[27-Jan-2015 01:03:30 Europe/Madrid] PHP Notice:  Undefined variable: p in C:\www\escano110\_logic\parlamentario_item.class.php on line 17
[27-Jan-2015 01:03:30 Europe/Madrid] PHP Notice:  Trying to get property of non-object in C:\www\escano110\_logic\parlamentario_item.class.php on line 17
[27-Jan-2015 01:03:30 Europe/Madrid] PHP Notice:  Undefined variable: p in C:\www\escano110\_logic\parlamentario_item.class.php on line 17
[27-Jan-2015 01:03:30 Europe/Madrid] PHP Notice:  Trying to get property of non-object in C:\www\escano110\_logic\parlamentario_item.class.php on line 17
[27-Jan-2015 01:03:30 Europe/Madrid] PHP Notice:  Undefined variable: p in C:\www\escano110\_logic\parlamentario_item.class.php on line 18
[27-Jan-2015 01:03:30 Europe/Madrid] PHP Notice:  Trying to get property of non-object in C:\www\escano110\_logic\parlamentario_item.class.php on line 18
[27-Jan-2015 01:03:30 Europe/Madrid] PHP Notice:  Array to string conversion in C:\www\escano110\_logic\parlamentario_item.class.php on line 18
